mintore_name,aid,kata,name,rarity,item_type,game
ベルのまごころ [SV8a 177/187],466493,177/187,ベルのまごころ,,single,ポケカ
ベルのまごころ: モンスターボールミラー [SV8a 177/187],466494,177/187,ベルのまごころ :モンスターボールミラー,,single,ポケカ
ベロバー C [S1a 050/070],145485,050/070,ベロバー,C,single,ポケカ
ベロバー C [SV7 064/102],320242,064/102,ベロバー,C,single,ポケカ
ベロバー C [s6a 052/069],141697,052/069,ベロバー,C,single,ポケカ
ベロバー S [s4a 282/190],144746,282/190,ベロバー,S,single,ポケカ
ベロバー [MC 343/742],740536,343/742,ベロバー,,single,ポケカ
ベロバー [SI 286/414],380416,286/414,ベロバー,,single,ポケカ
ベロバー [SVM 056/175],450224,056/175,ベロバー,,single,ポケカ
ベロバー [s4a 121/190],144542,121/190,ベロバー,,single,ポケカ
ベロバー: ミラー [s4a 121/190],144543,121/190,ベロバー : ミラー,,single,ポケカ
ベロベルト C [SV5M 054/071],184131,054/071,ベロベルト,C,single,ポケカ
ベロベルト C [XY3 074/096],390356,074/096,ベロベルト,C,single,ポケカ
ベロベルト C: 1ED [XY3 074/096],390355,074/096,ベロベルト C :1ED,,single,ポケカ
ベロベルト R [153/214]【英語版】,845529,153/214,ベロベルト,R,single,ポケカ
ベロベルト R: リバースホロ [153/214]【英語版】,845530,153/214,ベロベルト R :リバースホロ,,single,ポケカ
ベロベルト U [SM10b 037/054],393160,037/054,ベロベルト,U,single,ポケカ
ベロベルト U [SM5S 047/066],336654,047/066,ベロベルト,U,single,ポケカ
ベロベルト U [SM9a 042/055],393224,042/055,ベロベルト,U,single,ポケカ
ベロベルト U [s10P 053/067],139567,053/067,ベロベルト,U,single,ポケカ
ベロベルト U [s5I 058/070],144200,058/070,ベロベルト,U,single,ポケカ
ベロベルト ◆ [L3 062/080],562523,062/080,ベロベルト ◆,,single,ポケカ
ベロベルト ◆: 1ED [L3 062/080],562521,062/080,ベロベルト ◆ :1ED,,single,ポケカ
ベロベルト ◆: ミラー [L3 062/080],562524,062/080,ベロベルト ◆ :ミラー,,single,ポケカ
ベロベルト ◆: ミラー: 1ED [L3 062/080],562522,062/080,ベロベルト ◆ :ミラー :1ED,,single,ポケカ
ベロベルト ★ [DP3 #120],433950,DP3#120,ベロベルト ★,,single,ポケカ
ベロベルト ★ [Pt1 068/096],447977,068/096,ベロベルト ★,,single,ポケカ
ベロベルト ★: 1ED [DP3 #120],433949,DP3#120,ベロベルト ★ :1ED,,single,ポケカ
ベロベルト ★: 1ED [Pt1 068/096],447976,068/096,ベロベルト ★ :1ED,,single,ポケカ
ベロベルトC ● [Pt3 086/100],449385,086/100,ベロベルトC ●,,single,ポケカ
ベロベルトC ●: 1ED [Pt3 086/100],449384,086/100,ベロベルトC ● :1ED,,single,ポケカ
ベロリンガ AR [SV5M 082/071],186445,082/071,ベロリンガ,AR,single,ポケカ
ベロリンガ C [152/214]【英語版】,845527,152/214,ベロリンガ,C,single,ポケカ
ベロリンガ C [SM10b 036/054],393159,036/054,ベロリンガ,C,single,ポケカ
ベロリンガ C [SM5S 046/066],336653,046/066,ベロリンガ,C,single,ポケカ
ベロリンガ C [SM9a 041/055],393223,041/055,ベロリンガ,C,single,ポケカ
ベロリンガ C [SMP2 022/024],396641,022/024,ベロリンガ,C,single,ポケカ
ベロリンガ C [SV2a 108/165],127970,108/165,ベロリンガ,C,single,ポケカ
ベロリンガ C [SV5M 053/071],184130,053/071,ベロリンガ,C,single,ポケカ
ベロリンガ C [XY3 073/096],390354,073/096,ベロリンガ,C,single,ポケカ
ベロリンガ C [s10P 052/067],139566,052/067,ベロリンガ,C,single,ポケカ
ベロリンガ C [s5I 057/070],144199,057/070,ベロリンガ,C,single,ポケカ
ベロリンガ C: 1ED [XY3 073/096],390353,073/096,ベロリンガ C :1ED,,single,ポケカ
ベロリンガ C: マスターボールミラー [SV2a 108/165],128226,108/165,ベロリンガ C: マスターボールミラー,,single,ポケカ
ベロリンガ C: モンスターボールミラー [SV2a 108/165],127971,108/165,ベロリンガ C: モンスターボールミラー,,single,ポケカ
ベロリンガ C: リバースホロ [152/214]【英語版】,845528,152/214,ベロリンガ C :リバースホロ,,single,ポケカ
ベロリンガ C: リバースホロ [MEW EN 108/165]【英語版】,486089,108/165,ベロリンガ C :リバースホロ,,single,ポケカ
ベロリンガ U [38/64]【英語版】,842186,38/64,ベロリンガ,U,single,ポケカ
ベロリンガ U [48/130]【英語版】,842877,48/130,ベロリンガ,U,single,ポケカ
ベロリンガ U: 1ED [38/64]【英語版】,842092,38/64,ベロリンガ U :1ED,,single,ポケカ
ベロリンガ [DP],450545,DP/DP,ベロリンガ,,single,ポケカ
ベロリンガ [SMH 096/131],401379,096/131,ベロリンガ,,single,ポケカ
ベロリンガ ◆: 旧裏 [PMCG-Blue No.108],454931,PMCG-BLUENO.108,ベロリンガ ◆ : 旧裏,,single,ポケカ
ベロリンガ ◆: 旧裏 [PMCG2 No.108],456154,PMCG2NO.108,ベロリンガ ◆ : 旧裏,,single,ポケカ
ベロリンガ ● [DP3 #119],433948,DP3#119,ベロリンガ ●,,single,ポケカ
ベロリンガ ● [L3 061/080],562519,061/080,ベロリンガ ●,,single,ポケカ
ベロリンガ ● [Pt1 067/096],447975,067/096,ベロリンガ ●,,single,ポケカ
ベロリンガ ● [e3 063/087],429952,063/087,ベロリンガ ●,,single,ポケカ
ベロリンガ ●: 1ED [DP3 #119],433947,DP3#119,ベロリンガ ● :1ED,,single,ポケカ
ベロリンガ ●: 1ED [L3 061/080],562517,061/080,ベロリンガ ● :1ED,,single,ポケカ
ベロリンガ ●: 1ED [Pt1 067/096],447974,067/096,ベロリンガ ● :1ED,,single,ポケカ
ベロリンガ ●: 1ED [e3 063/087],429951,063/087,ベロリンガ ● :1ED,,single,ポケカ
ベロリンガ ●: ミラー [L3 061/080],562520,061/080,ベロリンガ ● :ミラー,,single,ポケカ
ベロリンガ ●: ミラー: 1ED [L3 061/080],562518,061/080,ベロリンガ ● :ミラー :1ED,,single,ポケカ
ベロリンガ ★ [PCG1 068/082],438797,068/082,ベロリンガ ★,,single,ポケカ
ベロリンガ ★: 1ED [PCG1 068/082],438796,068/082,ベロリンガ ★ :1ED,,single,ポケカ
ベロリンガ: 1ED [DP],450544,DP/DP,ベロリンガ :1ED,,single,ポケカ
ベロリンガ: 旧裏 [PMCG-P No.108],454038,PMCG-PNO.108,ベロリンガ : 旧裏,プロモ,single,ポケカ
ベロリンガ: 旧裏 [PMCG-QS No.108],454017,PMCG-QSNO.108,ベロリンガ : 旧裏,,single,ポケカ
ベロリンガδ-デルタ種 ★ [PCG9 031/068],436973,031/068,ベロリンガδ-デルタ種 ★,,single,ポケカ
ベロリンガδ-デルタ種 ★: 1ED [PCG9 031/068],436972,031/068,ベロリンガδ-デルタ種 ★ :1ED,,single,ポケカ
ペパー P [SV-P 030],414222,030/SV-P,ペパー,P,single,ポケカ
ペパー P [SV-P 238],502993,238/SV-P,ペパー,P,single,ポケカ
ペパー SAR [SV1V 104/078],110937,104/078,ペパー,SAR,single,ポケカ
ペパー SAR [SV4a 353/190],161472,353/190,ペパー,SAR,single,ポケカ
ペパー SIR [PAF EN 235/091]【英語版】,485878,235/091,ペパー,SIR,single,ポケカ
ペパー SIR [SVI EN 249/198]【英語版】,486444,249/198,ペパー,SIR,single,ポケカ
ペパー SR [SV1V 099/078],110912,099/078,ペパー,SR,single,ポケカ
ペパー U [SV1V 076/078],270397,076/078,ペパー,U,single,ポケカ
ペパー UR [SVI EN 235/198]【英語版】,486430,235/198,ペパー,UR,single,ポケカ
ペパー [M-P 053],745616,053/M-P,ペパー,プロモ,single,ポケカ
ペパー [MA 038/043],659333,038/043,ペパー,,single,ポケカ
ペパー [SV4a 180/190],151742,180/190,ペパー,,single,ポケカ
ペパー [SVD 137/139],129927,137/139,ペパー,,single,ポケカ
ペパー [SVHK 045/053],172024,045/053,ペパー,,single,ポケカ
ペパー [SVHM 045/053],184311,045/053,ペパー,,single,ポケカ
ペパー [SVK 038/044],320195,038/044,ペパー,,single,ポケカ
ペパー [SVN 037/045],488430,037/045,ペパー,,single,ポケカ
ペパー: ミラー [SV4a 180/190],162211,180/190,ペパー :ミラー,,single,ポケカ
ペパーのオラチフ C [SV9a 051/063],531296,051/063,ペパーのオラチフ,C,single,ポケカ
ペパーのオラチフ [MC 483/742],740687,483/742,ペパーのオラチフ,,single,ポケカ
ペパーのサンドウィッチ U [SV9a 057/063],531300,057/063,ペパーのサンドウィッチ,U,single,ポケカ
ペパーのサンドウィッチ [MC 659/742],740888,659/742,ペパーのサンドウィッチ,,single,ポケカ
ペパーのノノクラゲ C [SV9a 047/063],542654,047/063,ペパーのノノクラゲ,C,single,ポケカ
ペパーのノノクラゲ [MC 419/742],740616,419/742,ペパーのノノクラゲ,,single,ポケカ
ペパーのホシガリス C [SV9a 054/063],531298,054/063,ペパーのホシガリス,C,single,ポケカ
ペパーのマフィティフex P [SV-P 256],531304,256/SV-P,ペパーのマフィティフex,P,single,ポケカ
ペパーのマフィティフex RR [SV9a 052/063],531297,052/063,ペパーのマフィティフex,RR,single,ポケカ
ペパーのマフィティフex SAR [SV9a 088/063],546116,088/063,ペパーのマフィティフex,SAR,single,ポケカ
ペパーのマフィティフex SIR [DRI EN 235/240]【英語版】,606039,235/240,ペパーのマフィティフex,SIR,single,ポケカ
ペパーのマフィティフex SR [SV9a 081/063],544396,081/063,ペパーのマフィティフex,SR,single,ポケカ
ペパーのマフィティフex UR [DRI EN 218/240]【英語版】,606022,218/240,ペパーのマフィティフex,UR,single,ポケカ
ペパーのマフィティフex [MC 484/742],740688,484/742,ペパーのマフィティフex,,single,ポケカ
ペパーのマフィティフex: ミラー [MC 484/742],740689,484/742,ペパーのマフィティフex :ミラー,,single,ポケカ
ペパーのヨクバリス AR [SV9a 075/063],531301,075/063,ペパーのヨクバリス,AR,single,ポケカ
ペパーのヨクバリス R [SV9a 055/063],531299,055/063,ペパーのヨクバリス,R,single,ポケカ
ペパーのリククラゲ U [SV9a 048/063],542655,048/063,ペパーのリククラゲ,U,single,ポケカ
ペパーのリククラゲ [MC 420/742],740617,420/742,ペパーのリククラゲ,,single,ポケカ
ペラップ AR [SV5K 081/071],186429,081/071,ペラップ,AR,single,ポケカ
ペラップ C [139/185]【英語版】,849742,139/185,ペラップ,C,single,ポケカ
ペラップ C [BW9 064/076],406731,064/076,ペラップ,C,single,ポケカ
ペラップ C [S11a 058/068],288685,058/068,ペラップ,C,single,ポケカ
ペラップ C [S2 078/096],145406,078/096,ペラップ,C,single,ポケカ
ペラップ C [SM10 078/095],393024,078/095,ペラップ,C,single,ポケカ
ペラップ C [SV5K 058/071],184094,058/071,ペラップ,C,single,ポケカ
ペラップ C [s10D 053/067],139493,053/067,ペラップ,C,single,ポケカ
ペラップ C [s3a 057/076],145115,057/076,ペラップ,C,single,ポケカ
ペラップ C: 1ED [BW9 064/076],406730,064/076,ペラップ C :1ED,,single,ポケカ
ペラップ C: ミラー [S11a 058/068],288686,058/068,ペラップ C :ミラー,,single,ポケカ
ペラップ C: リバースホロ [139/185]【英語版】,849743,139/185,ペラップ C :リバースホロ,,single,ポケカ
ペラップ P [DP14]【英語版】,745981,DP14,ペラップ,P,single,ポケカ
ペラップ U [162/214]【英語版】,845547,162/214,ペラップ,U,single,ポケカ
ペラップ U: リバースホロ [162/214]【英語版】,845548,162/214,ペラップ U :リバースホロ,,single,ポケカ
ペラップ [BGS 013/020],409798,013/020,ペラップ,,single,ポケカ
ペラップ [DP-P 016],453207,016/DP-P,ペラップ,プロモ,single,ポケカ
ペラップ [DP1 #500],414902,DP1#500,ペラップ,,single,ポケカ
ペラップ [DP4],434266,DP4,ペラップ,,single,ポケカ
ペラップ [DPt-P 032],453423,032/DPT-P,ペラップ,プロモ,single,ポケカ
ペラップ [MC 597/742],740816,597/742,ペラップ,,single,ポケカ
ペラップ [Pt 009/015],451096,009/015,ペラップ,,single,ポケカ
ペラップ [SNP 003/010],390168,003/010,ペラップ,,single,ポケカ
ペラップ [SVM 104/175],450250,104/175,ペラップ,,single,ポケカ
ペラップ ● [DP1 #500],427734,DP1#500,ペラップ ●,,single,ポケカ
ペラップ ●: 1ED [DP1 #500],427733,DP1#500,ペラップ ● :1ED,,single,ポケカ
ペラップ: 1ED [DP4],434265,DP4,ペラップ :1ED,,single,ポケカ
ペラップ: ミラー [MC 597/742],740817,597/742,ペラップ :ミラー,,single,ポケカ
ペラップG ◆ [Pt3 082/100],449377,082/100,ペラップG ◆,,single,ポケカ
ペラップG ◆: 1ED [Pt3 082/100],449376,082/100,ペラップG ◆ :1ED,,single,ポケカ
ペリッパー C [SM1M 014/060],388876,014/060,ペリッパー,C,single,ポケカ
ペリッパー C [SM7 070/096],334396,070/096,ペリッパー,C,single,ポケカ
ペリッパー C [XY6 018/078],382081,018/078,ペリッパー,C,single,ポケカ
ペリッパー C: 1ED [XY6 018/078],382080,018/078,ペリッパー C :1ED,,single,ポケカ
ペリッパー P [SVP EN 022]【英語版】,726262,SVPEN022,ペリッパー,P,single,ポケカ
ペリッパー R [21/107]【英語版】,843473,21/107,ペリッパー,R,single,ポケカ
ペリッパー R: リバースホロ [21/107]【英語版】,843474,21/107,ペリッパー R :リバースホロ,,single,ポケカ
ペリッパー S [SV4a 312/190],164694,312/190,ペリッパー,S,single,ポケカ
ペリッパー U [S2 021/096],145349,021/096,ペリッパー,U,single,ポケカ
ペリッパー U [SV2P 059/071],120810,059/071,ペリッパー,U,single,ポケカ
ペリッパー [SV4a 147/190],162070,147/190,ペリッパー,,single,ポケカ
ペリッパー [SVM 033/175],450208,033/175,ペリッパー,,single,ポケカ
ペリッパー ◆ [DP4 #329],435559,DP4#329,ペリッパー ◆,,single,ポケカ
ペリッパー ◆: 1ED [DP4 #329],435558,DP4#329,ペリッパー ◆ :1ED,,single,ポケカ
ペリッパー ★ [ADV1 018/055],431754,018/055,ペリッパー ★,,single,ポケカ
ペリッパー ★ [ADVEX 031/080],431319,031/080,ペリッパー ★,,single,ポケカ
ペリッパー ★ [PCG2 029/082],438534,029/082,ペリッパー ★,,single,ポケカ
ペリッパー ★: 1ED [ADV1 018/055],431753,018/055,ペリッパー ★ :1ED,,single,ポケカ
ペリッパー ★: 1ED [ADVEX 031/080],431318,031/080,ペリッパー ★ :1ED,,single,ポケカ
ペリッパー ★: 1ED [PCG2 029/082],438533,029/082,ペリッパー ★ :1ED,,single,ポケカ
ペリッパー: ミラー [SV4a 147/190],162182,147/190,ペリッパー :ミラー,,single,ポケカ
ペリッパーδ-デルタ種 P [PCG-P 140],452770,140/PCG-P,ペリッパーδ-デルタ種,P,single,ポケカ
ペリッパーδ-デルタ種 ★ [PCG8 029/075],436723,029/075,ペリッパーδ-デルタ種 ★,,single,ポケカ
ペリッパーδ-デルタ種 ★: 1ED [PCG8 029/075],436722,029/075,ペリッパーδ-デルタ種 ★ :1ED,,single,ポケカ
ペリーラ HR [s10D 085/067],139514,085/067,ペリーラ,HR,single,ポケカ
ペリーラ RR [207/189]【英語版】,488173,207/189,ペリーラ,RR,single,ポケカ
ペリーラ SR [s10D 079/067],126538,079/067,ペリーラ,SR,single,ポケカ
ペリーラ U [s10D 066/067],139506,066/067,ペリーラ,U,single,ポケカ
ペリーラ UR [189/189]【英語版】,488155,189/189,ペリーラ,UR,single,ポケカ
ペルシアン AR [SV6a 075/064],284953,075/064,ペルシアン,AR,single,ポケカ
ペルシアン C [SM9 072/095],396374,072/095,ペルシアン,C,single,ポケカ
ペルシアン C [SV6a 049/064],282122,049/064,ペルシアン,C,single,ポケカ
ペルシアン C [XY7 062/081],385482,062/081,ペルシアン,C,single,ポケカ
ペルシアン C: 1ED [XY11 045/054],387191,045/054,ペルシアン C :1ED,,single,ポケカ
ペルシアン C: 1ED [XY7 062/081],385481,062/081,ペルシアン C :1ED,,single,ポケカ
ペルシアン P [SM182]【英語版】,738330,SM182,ペルシアン,P,single,ポケカ
ペルシアン R [148/214]【英語版】,845520,148/214,ペルシアン,R,single,ポケカ
ペルシアン R [149/214]【英語版】,845522,149/214,ペルシアン,R,single,ポケカ
ペルシアン R: リバースホロ [148/214]【英語版】,845521,148/214,ペルシアン R :リバースホロ,,single,ポケカ
ペルシアン U [42/64]【英語版】,842190,42/64,ペルシアン,U,single,ポケカ
ペルシアン U [56/130]【英語版】,842885,56/130,ペルシアン,U,single,ポケカ
ペルシアン U [BW3 046/052],404626,046/052,ペルシアン,U,single,ポケカ
ペルシアン U [SM10 068/095],393014,068/095,ペルシアン,U,single,ポケカ
ペルシアン U [SM3H 042/051],335024,042/051,ペルシアン,U,single,ポケカ
ペルシアン U [SV2a 053/165],127862,053/165,ペルシアン,U,single,ポケカ
ペルシアン U [s6a 056/069],141701,056/069,ペルシアン,U,single,ポケカ
ペルシアン U: 1ED [42/64]【英語版】,842096,42/64,ペルシアン U :1ED,,single,ポケカ
ペルシアン U: 1ED [BW3 046/052],404625,046/052,ペルシアン U :1ED,,single,ポケカ
ペルシアン U: マスターボールミラー [SV2a 053/165],128173,053/165,ペルシアン U: マスターボールミラー,,single,ポケカ
ペルシアン U: モンスターボールミラー [SV2a 053/165],127863,053/165,ペルシアン U: モンスターボールミラー,,single,ポケカ
ペルシアン U: リバースホロ [MEW EN 053/165]【英語版】,486036,053/165,ペルシアン U :リバースホロ,,single,ポケカ
ペルシアン [20th 043/072],381465,043/072,ペルシアン,,single,ポケカ
ペルシアン [PCG 040/052],434736,040/052,ペルシアン,,single,ポケカ
ペルシアン [SI 331/414],380471,331/414,ペルシアン,,single,ポケカ
ペルシアン [SM12a 106/173],396088,106/173,ペルシアン,,single,ポケカ
ペルシアン [SVM 092/175],450242,092/175,ペルシアン,,single,ポケカ
ペルシアン ◆ [DP5 #058],447063,DP5#058,ペルシアン ◆,,single,ポケカ
ペルシアン ◆ [e4 063/088],430146,063/088,ペルシアン ◆,,single,ポケカ
ペルシアン ◆: 1ED [DP5 #058],447062,DP5#058,ペルシアン ◆ :1ED,,single,ポケカ
ペルシアン ◆: 1ED [e4 063/088],430145,063/088,ペルシアン ◆ :1ED,,single,ポケカ
ペルシアン ◆: 旧裏 [PMCG2 No.053],456152,PMCG2NO.053,ペルシアン ◆ : 旧裏,,single,ポケカ
ペルシアン ★ [PCG6 060/086],437289,060/086,ペルシアン ★,,single,ポケカ
ペルシアン ★: 1ED [L1-S 054/070],556923,054/070,ペルシアン ★ :1ED,,single,ポケカ
ペルシアン ★: 1ED [PCG6 060/086],437288,060/086,ペルシアン ★ :1ED,,single,ポケカ
ペルシアン ★: ミラー: 1ED [L1-S 054/070],556924,054/070,ペルシアン ★ :ミラー :1ED,,single,ポケカ
ペルシアン: 1ED [PCG 040/052],434735,040/052,ペルシアン :1ED,,single,ポケカ
ペルシアン: ミラー [SM12a 106/173],396235,106/173,ペルシアン :ミラー,,single,ポケカ
ペルシアンGX HR [SM10 113/095],393051,113/095,ペルシアンGX,HR,single,ポケカ
ペルシアンGX RR [227/234]【英語版】,492648,227/234,ペルシアンGX,RR,single,ポケカ
ペルシアンGX RR [SM10 069/095],393015,069/095,ペルシアンGX,RR,single,ポケカ
ペルシアンGX SR [SM10 104/095],393046,104/095,ペルシアンGX,SR,single,ポケカ
ペルシアンGX UR [207/234]【英語版】,492628,207/234,ペルシアンGX,UR,single,ポケカ
ペルシアンδ-デルタ種 ◆ [PCG7 039/052],437431,039/052,ペルシアンδ-デルタ種 ◆,,single,ポケカ
ペルシアンδ-デルタ種 ◆: 1ED [PCG7 039/052],437430,039/052,ペルシアンδ-デルタ種 ◆ :1ED,,single,ポケカ
ペロッパフ C [S11 047/100],136988,047/100,ペロッパフ,C,single,ポケカ
ペロッパフ C [SM12 062/095],339647,062/095,ペロッパフ,C,single,ポケカ
ペロッパフ C [SV6 051/101],241717,051/101,ペロッパフ,C,single,ポケカ
ペロッパフ C [XY1 042/060],379752,042/060,ペロッパフ,C,single,ポケカ
ペロッパフ C [XY4 061/088],390600,061/088,ペロッパフ,C,single,ポケカ
ペロッパフ C [s5a 028/070],143988,028/070,ペロッパフ,C,single,ポケカ
ペロッパフ C: 1ED [CP3 023/032],385665,023/032,ペロッパフ C :1ED,,single,ポケカ
ペロッパフ C: 1ED [XY1 042/060],379751,042/060,ペロッパフ C :1ED,,single,ポケカ
ペロッパフ C: 1ED [XY4 061/088],390599,061/088,ペロッパフ C :1ED,,single,ポケカ
ペロッパフ P [XY-P 085],411738,085/XY-P,ペロッパフ,P,single,ポケカ
ペロッパフ [MC 333/742],740526,333/742,ペロッパフ,,single,ポケカ
ペロッパフ [SV8a 067/187],446770,067/187,ペロッパフ,,single,ポケカ
ペロッパフ [XYC 009/023],380920,009/023,ペロッパフ,,single,ポケカ
ペロッパフ: ホロ [9/12]【英語版】,742400,9/12,ペロッパフ :ホロ,,single,ポケカ
ペロッパフ: マスターボールミラー [SV8a 067/187],471613,067/187,ペロッパフ :マスターボールミラー,,single,ポケカ
ペロッパフ: モンスターボールミラー [SV8a 067/187],466351,067/187,ペロッパフ :モンスターボールミラー,,single,ポケカ
ペロリーム AR仕様 [MC 750/742],737034,750/742,ペロリーム AR仕様,,single,ポケカ
ペロリーム C [S11 048/100],136989,048/100,ペロリーム,C,single,ポケカ
ペロリーム IR [ASC 236/217]【英語版】,757443,236/217,ペロリーム,IR,single,ポケカ
ペロリーム P [XY-P 025],411679,025/XY-P,ペロリーム,P,single,ポケカ
ペロリーム P [XY15]【英語版】,739262,XY15,ペロリーム,P,single,ポケカ
ペロリーム R [XY1 043/060],379754,043/060,ペロリーム,R,single,ポケカ
ペロリーム R [XY4 062/088],390602,062/088,ペロリーム,R,single,ポケカ
ペロリーム R: 1ED [XY1 043/060],379753,043/060,ペロリーム R :1ED,,single,ポケカ
ペロリーム R: 1ED [XY4 062/088],390601,062/088,ペロリーム R :1ED,,single,ポケカ
ペロリーム U [SM12 063/095],339648,063/095,ペロリーム,U,single,ポケカ
ペロリーム U [SV6 052/101],241718,052/101,ペロリーム,U,single,ポケカ
ペロリーム U [s5a 029/070],143989,029/070,ペロリーム,U,single,ポケカ
ペロリーム U: 1ED [CP3 024/032],385666,024/032,ペロリーム U :1ED,,single,ポケカ
ペロリーム [MC 334/742],740527,334/742,ペロリーム,,single,ポケカ
ペロリーム [XYC 010/023],380921,010/023,ペロリーム,,single,ポケカ
ペンキローラー U [XY7 070/081],385498,070/081,ペンキローラー,U,single,ポケカ
ペンキローラー U: 1ED [XY7 070/081],385497,070/081,ペンキローラー U :1ED,,single,ポケカ
ペンドラー AR [SV11B 140/086],608509,140/086,ペンドラー,AR,single,ポケカ
ペンドラー P [BW-P 093/BW-P],415451,093/BW-P,ペンドラー,P,single,ポケカ
ペンドラー R [BW6 032/059],405904,032/059,ペンドラー,R,single,ポケカ
ペンドラー R: 1ED [BW6 032/059],405903,032/059,ペンドラー R :1ED,,single,ポケカ
ペンドラー U [BW1 023/053],405612,023/053,ペンドラー,U,single,ポケカ
ペンドラー U [SM3H 024/051],335006,024/051,ペンドラー,U,single,ポケカ
ペンドラー U [SV11B 059/086],605434,059/086,ペンドラー,U,single,ポケカ
ペンドラー U [SV6 070 /101],252112,6070/101,ペンドラー,U,single,ポケカ
ペンドラー U [XY1 026/060],379841,026/060,ペンドラー,U,single,ポケカ
ペンドラー U [s5a 052/070],144012,052/070,ペンドラー,U,single,ポケカ
ペンドラー U: 1ED [BW1 023/053],405611,023/053,ペンドラー U :1ED,,single,ポケカ
ペンドラー U: 1ED [XY1 026/060],379840,026/060,ペンドラー U :1ED,,single,ポケカ
ペンドラー U: マスターボールミラー [SV11B 059/086],609703,059/086,ペンドラー U :マスターボールミラー,,single,ポケカ
ペンドラー U: モンスターボールミラー [SV11B 059/086],609702,059/086,ペンドラー U :モンスターボールミラー,,single,ポケカ
ペンドラー: ミラー [MC 462/742],740664,462/742,ペンドラー :ミラー,,single,ポケカ
ペンドラー: ミラー [SI 276/414],380404,276/414,ペンドラー :ミラー,,single,ポケカ
ホイーガ AR [SV11B 139/086],608508,139/086,ホイーガ,AR,single,ポケカ
ホイーガ C [BW6 031/059],405902,031/059,ホイーガ,C,single,ポケカ
ホイーガ C [SM3H 023/051],335005,023/051,ホイーガ,C,single,ポケカ
ホイーガ C [SV11B 058/086],605433,058/086,ホイーガ,C,single,ポケカ
ホイーガ C [SV6 069 /101],252111,6069/101,ホイーガ,C,single,ポケカ
ホイーガ C [XY1 025/060],379839,025/060,ホイーガ,C,single,ポケカ
ホイーガ C [s5a 051/070],144011,051/070,ホイーガ,C,single,ポケカ
ホイーガ C: 1ED [BW6 031/059],405901,031/059,ホイーガ C :1ED,,single,ポケカ
ホイーガ C: 1ED [XY1 025/060],379838,025/060,ホイーガ C :1ED,,single,ポケカ
ホイーガ C: マスターボールミラー [SV11B 058/086],609701,058/086,ホイーガ C :マスターボールミラー,,single,ポケカ
ホイーガ C: モンスターボールミラー [SV11B 058/086],609700,058/086,ホイーガ C :モンスターボールミラー,,single,ポケカ
ホイーガ U [BW1 022/053],405610,022/053,ホイーガ,U,single,ポケカ
ホイーガ U: 1ED [BW1 022/053],405609,022/053,ホイーガ U :1ED,,single,ポケカ
ホイーガ [HS 022/037],408609,022/037,ホイーガ,,single,ポケカ
ホイーガ [HS+ 021/034],408993,021/034,ホイーガ,,single,ポケカ
ホイーガ [HSP 021/034],409134,021/034,ホイーガ,,single,ポケカ
ホイーガ [SI 275/414],380402,275/414,ホイーガ,,single,ポケカ
ホイーガ: ミラー [MC 461/742],740663,461/742,ホイーガ :ミラー,,single,ポケカ
ホイーガ: ミラー [SI 275/414],380403,275/414,ホイーガ :ミラー,,single,ポケカ
ホウオウ P [52]【英語版】,746113,52,ホウオウ,P,single,ポケカ
ホウオウ P [HGSS01]【英語版】,745785,HGSS01,ホウオウ,P,single,ポケカ
ホウオウ P [PCG-P 135],452765,135/PCG-P,ホウオウ,P,single,ポケカ
ホウオウ P [XY153]【英語版】,739355,XY153,ホウオウ,P,single,ポケカ
ホウオウ P [e-P 010],452546,010/E-P,ホウオウ,P,single,ポケカ
ホウオウ R [001/025]【英語版】,903790,001/025,ホウオウ,R,single,ポケカ
ホウオウ R [27/115]【英語版】,844107,27/115,ホウオウ,R,single,ポケカ
ホウオウ R [30C EN 012/128]【英語版】,895445,012/128,ホウオウ,R,single,ポケカ
ホウオウ R [CRI EN 10/086]【英語版】,828218,10/086,ホウオウ,R,single,ポケカ
ホウオウ R: リバースホロ [27/115]【英語版】,844108,27/115,ホウオウ R :リバースホロ,,single,ポケカ
ホウオウ U [M4 010/083],774157,010/083,ホウオウ,U,single,ポケカ
ホウオウ U [SM6b 048/066],391781,048/066,ホウオウ,U,single,ポケカ
ホウオウ [M6a 007/103],892541,007/103,ホウオウ,,single,ポケカ
ホウオウ [PCG 002/009],433876,002/009,ホウオウ,,single,ポケカ
ホウオウ [SVLS 003/022],332810,003/022,ホウオウ,,single,ポケカ
ホウオウ [s8a 004/028],141416,004/028,ホウオウ,,single,ポケカ
ホウオウ ★ [DP3 #300],109397,DP3#300,ホウオウ ★,,single,ポケカ
ホウオウ ★: 1ED [DP3 #300],434020,DP3#300,ホウオウ ★ :1ED,,single,ポケカ
ホウオウ ★: 旧裏 [neo3 No.250],92112,NEO3NO.250,ホウオウ ★ : 旧裏,,single,ポケカ
ホウオウ ☆ [e4 091/088],93292,091/088,ホウオウ ☆,,single,ポケカ
ホウオウ ☆: 1ED [e4 091/088],93290,091/088,ホウオウ ☆ :1ED,,single,ポケカ
ホウオウ: プロモ [L-P 048/L-P],91654,048/L-P,ホウオウ,プロモ,single,ポケカ
ホウオウ: プロモ [L-P 065/L-P],343743,065/L-P,ホウオウ,プロモ,single,ポケカ
